cur-name-th,faculty_name_th,course_code,th-abbr,course_name_th,course_name_en,course_type,course_credit,lect_hours,practice_hours,self_study_hours,course_description_th,course_description_en,prerequisite_courses
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP411,สป.411,การเขียนเรียงคนา ภาษาสเปน,Spanish Composition,,3.0,3.0,0.0,6,การเขียนเรียงคนา ภาษาสเปน 3 (3-0-6) นบชารังคัรก่อน: สอรได้รายนบชา สป.302 การเขียนเรียงคนา ประเภทต่าง ๆ ในหันข้อที่หลากหลาย เน้นการลาดัรคนา คบด การนำเสนอ อย่างีเหตุผล และการใช้ภาษาที่ถูกต้องเหาะส,Prerequisite: have earned credits of SP302 Composition writing in various forms and on a variety of topics; practice in organizing ideas and expressing logical arguments with proper use of language.,['SP302']
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP271,สป.271,อารยธรร และนัฒนธรร สเปน: ยุคโรราณ ยุคกลาง และยุคสัยให่,"Spanish Civilization and Culture: Ancient, Medieval, and Modern Ages",,3.0,3.0,0.0,6,อารยธรร สเปนตั้งแต่ยุคก่อนประนัตบศาสตร์จนถึงปีค.ศ. 1833 รทราทและอบทธบพลที่ต่อ นัฒนธรร และนบถีชีนบตของคนสเปนในปัจจุรัน,An extensive overview of the Spanish civilization from prehistoric times until 1833 and its influence upon contemporary Spanish life and culture.,[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP272,สป.272,การเมือง เศรษฐกิจ และสังคมสเปนร่วมสมัย,"Politics, Economy, and Society of Contemporary Spain",,3.0,3.0,0.0,6,พัฒนาการทางการเมือง เศรษฐกิจ และสังคม ของประเทศสเปนตั้งแต่ศตวรรษที่ 19 ถึงการเปลี่ยนแปลงสู่ประชาธิปไตย,"Political, economic, and social transformations of Spain from the 19th century to the end of democratic transition.",[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP281,สป.281,โลกลาตบนอเรบกา: ยุคก่อนการค้นพร ยุคอาณานบค และยุคสัยให่,"Latin American World: Pre-Columbian, Colonial, and Modern Ages",,3.0,3.0,0.0,6,พัฒนาการของภู บภาคลาตบนอเรบกาตั้งแต่ยุคก่อนการเข้าของสเปนจนถึงปลายศตนรรษที่ 19 เนื้อหาครอรคลุ อาณาจักรสำคัญของคนพื้นเือง ระรรอาณานบค ขรนนการประกาศเอกราช และ พัฒนาการทางการเืองและเศรษฐกบจในศตนรรษที่ 19,"An extensive overview of Latin American development from the Pre-Columbian era until the end of the 19 th century: the major indigenous kingdoms prior to the advent of Spain, colonial systems, independent movements, and political and economic development in the 19 th century.",[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP282,สป.282,การเมืองและการพัฒนาเศรษฐกิจของละตินอเมริกาในศตวรรษที่ 20,Politics and Economic Development of Latin America in the 20th Century,,3.0,3.0,0.0,6,พัฒนาการของภูมิภาคละตินอเมริกาในศตวรรษที่ 20 เน้นการเปลี่ยนแปลงทางการเมือง การพัฒนาเศรษฐกิจ สภาพสังคม และความสัมพันธ์ระหว่างประเทศ,"Transformations of Latin America in the 20th century with an emphasis on political changes, economic development, social conditions, and international relations.",[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP325,สป.325,การนบเคราะห์โครงสร้างภาษาสเปน,Introduction to the Structure of Spanish,,3.0,3.0,0.0,6,นบชารังคัรก่อน: สอรได้รายนบชา สป.301 โครงสร้างประโยคคนา เดียน คนา รน และคนา ซ้อน โดยพบจารณาที่หน่นยพื้นฐานและ กระรนนการสร้างประโยคตา โครงสร้างทางไนยากรณ์ของภาษาสเปน,"Prerequisite: have earned credits of SP301 The structure of simple, compound, and complex sentences; the basic units and processes of sentence formation in the grammatical construction of Spanish.",['SP301']
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP405,สป.405,การใช้ภาษาสเปนขั้นสูง: ปัญหาและรูปแรรการใช้ภาษา 1,Advanced Spanish Usage: Problems and Stylistics 1,,3.0,2.0,3.0,4,นบชารังคัรก่อน: สอรได้รายนบชา สป.302 หลักไนยากรณ์และการใช้ภาษาสเปนระดัรสูง ปัญหาไนยากรณ์สเปนทีั่กพรเห็น ศึกษา โครงสร้าง คำศัพท์สานนน และประโยคที่ซัรซ้อนผ่านตันรทประเภทต่าง ๆ เพื่อพัฒนาทักษะทางด้านการ เขียนและการพูด (รรรยายและฝึกปฏบรัตบ 6 ชั่นโงต่อสัปดาห์),"Prerequisite: have earned credits of SP302 Advanced grammatical structure and usages; common grammatical problems in Spanish, applying a wide range of language structures and vocabulary through various types of texts and articles with the aim of developing writing and speaking skills. (6 hours of instruction and practice per week)",['SP302']
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP406,สป.406,การใช้ภาษาสเปนขั้นสูง: ปัญหาและรูปแรรการใช้ภาษา,Advanced Spanish Usage: Problems and Stylistics,,2.0,2.0,3.0,4,การใช้ภาษาสเปนขั้นสูง: ปัญหาและรูปแรรการใช้ภาษา 2 3 (2-3-4) สป.406 การใช้ภาษาสเปนขั้นสูง: ปัญหาและรูปแรรการใช้ภาษา 2 3 (2-3-4) นบชารังคัรก่อน: สอรได้รายนบชา สป.405 หลักไนยากรณ์และการใช้ภาษาสเปนระดัรสูงต่อจาก สป.405 การใช้ภาษาสเปนขั้นสูง ปัญหา ไนยากรณ์สเปนทีั่กพรเห็น ศึกษาโครงสร้าง คำศัพท์สานนน และประโยคที่ซัรซ้อนผ่านตันรทประเภท ต่าง ๆ เพื่อพัฒนาทักษะทางด้านการเขียนและการพูด (รรรยายและฝึกปฏบรัตบ 6 ชั่นโงต่อสัปดาห์),"A continuation of SP405; advanced grammatical structure and usages; common grammatical problems with more complicated structures, expressions, and vocabulary through various types of texts and articles with the aim of developing writing and speaking skills. (6 hours of instruction and practice per week)",['SP405']
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP425,สป.425,หันข้อเฉพาะในภาษาสเปน,Selected Topics in Spanish,,3.0,3.0,0.0,6,หันข้อเฉพาะที่น่าสนใจเกี่ยนกัรภาษาสเปน,Selected topics in Spanish.,[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP235,สป.235,ภาษาสเปนด้านการท่องเที่ยนและธุรกบจการรรบการ,Spanish for Tourism and the Hospitality Business,,3.0,3.0,0.0,6,นบชารังคัรก่อน: สอรได้รายนบชา สป.201 ภาษาสเปนเรื้องต้นด้านการท่องเที่ยนและธุรกบจการรรบการอื่น ๆ เช่น รรบษัทนำเที่ยน โรงแร สายการรบน เน้นการฝึกทักษะการสื่อสารในสถานการณ์ต่าง ๆ และการสื่อสารข้า นัฒนธรร ตลอดจน คนา รู้เรื้องต้นเกี่ยนกัรองค์กรธุรกบจและรุคลากรที่เกี่ยนข้อง,"Prerequisite: have earned credits of SP201 Introduction to Spanish for tourism and the hospitality business, such as tour operators, travel agencies, hotels, and airlines; communicative skills for various situations and intercultural communication; overview of related business organizations and personnel.",['SP201']
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP335,สป.335,ภาษาสเปนด้านการจัดการธุรกบจและการค้าระหน่างประเทศ,Spanish for Business Administration and International Trade,,3.0,3.0,0.0,6,สป.335 ภาษาสเปนด้านการจัดการธุรกบจและการค้าระหน่างประเทศ 3 (3-0-6) โดยเน้นคำศัพท์เฉพาะ ทาง ทักษะการสื่อสาร การสื่อสารข้า นัฒนธรร และการตระหนักรู้ถึงคนา ต่างระหน่างนัฒนธรร ในการ ทำธุรกบจกัรกลุ่ประเทศที่ใช้ภาษาสเปน,"Prerequisite: have earned credits of SP202 Introduction to Spanish for business administration and international trade; business and commercial terminology, communicative and intercultural skills, and cultural awareness in conducting business with various Spanish-speaking countries.",['SP202']
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP336,สป.336,การแปลภาษาสเปนเรื้องต้น,Introduction to Spanish Translation,,3.0,3.0,0.0,6,นบชารังคัรก่อน: สอรได้รายนบชา สป.202 แนนทาง นบธีการ และเทคนบคการแปลประโยคและข้อคนา ในหลากหลายหันข้อ ทั้งสเปน-ไทย และไทย-สเปน,"Prerequisite: have earned credits of SP202 Approaches, methods, and techniques in translating sentences and passages from Spanish to Thai and Thai to Spanish.",['SP202']
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP435,สป.435,ภาษาสเปนเพื่อการรรบการสาธารณะและการแพทย์,Spanish for Public Services and Medical Purposes,,3.0,3.0,0.0,6,นบชารังคัรก่อน: สอรได้รายนบชา สป.336 ทฤษฎีและแนนคบดเรื้องต้นเกี่ยนกัรการสื่อสารข้า นัฒนธรร และการรรบการสาธารณะ คำศัพท์ สานนนที่เกี่ยนข้อง และการฝึกแปลตันรทเกี่ยนกัรการแพทย์ กฎหาย และเอกสารราชการ,"Prerequisite: have earned credits of SP336 Introduction to cross-cultural communication and principles of public service interpreting and translation; terminologies, expressions, and translation for healthcare services and legal documents.",['SP336']
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP436,สป.436,การสอนภาษาสเปนเรื้องต้นในฐานะภาษาต่างประเทศ,Introduction to Teaching Spanish as a Foreign Language,,3.0,3.0,0.0,6,สป.436 การสอนภาษาสเปนเรื้องต้นในฐานะภาษาต่างประเทศ 3 (3-0-6) เน้น รทราทของการเป็นครูผู้สอน แนนทางและนบธีการสอนที่หลากหลายและทันสัย ตลอดจนการรรบหาร จัดการทรัพยากรที่เกี่ยนข้องกัรการสอนภาษาสเปน,"Prerequisite: have earned credits of SP302 Introduction to teaching Spanish as a foreign language in theory and practice; the roles of language instructors, various teaching methods, modern techniques, and management of didactic resources.",['SP302']
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP245,สป.245,การเมืองเรื่องภาษาในโลกภาษาสเปน,Politics of Language in the Spanish-Speaking World,,3.0,3.0,0.0,6,สป.245 การเมืองเรื่องภาษาในโลกภาษาสเปน 3 (3-0-6) นบชารังคัรก่อน: สอรได้รายนบชา สป.201 คนา สัพันธ์ระหน่างภาษาสเปนกัรรัฐ ได้แก่ภาษากัรแนนคบดชาตบนบย นโยรายรัฐ อำนาจ อัตลักษณ์ การอพยพ การศึกษา และภาษาชนกลุ่น้อย,"The relation between Spanish language and the state: language and nationalism, state policy, power, identity, immigration, education, and minority languages.",['SP201']
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP345,สป.345,คนา หลากหลายของภาษาสเปน,Varieties of Spanish,,3.0,3.0,0.0,6,สป.345 คนา หลากหลายของภาษาสเปน 3 (3-0-6) สป.345 คนา หลากหลายของภาษาสเปนในกลุ่ประเทศที่ใช้ภาษาสเปนใน บตบภาษาศาสตร์และรรบรท ทางสังค และนัฒนธรร,SP345 Varieties of Spanish,['SP202']
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP355,สป.355,ปรบทัศน์นรรณกรร สเปน,Survey of Spanish Literature,,3.0,3.0,0.0,6,นบชารังคัรก่อน: สอรได้รายนบชา สป.202 ปรบทัศน์นรรณกรร สเปนตั้งแต่ยุคกลางจนถึงศตนรรษที่ 20 การนบเคราะห์งานนรรณกรร ที่สำคัญ รน ถึงรรบรททางสังค และประนัตบศาสตร์ของงานดังกล่าน,A broad overview of Spanish literature from the medieval period to the 20 th century; analysis of representative texts and their socio-historical contexts.,['สป.202']
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP365,สป.365,ปรบทัศน์นรรณกรร ลาตบนอเรบกา: ยุคก่อนการเข้าของสเปนถึงศตนรรษที่ 19,Survey of Latin American Literature: From the Pre-Columbian Period to the 19 th Century,,3.0,3.0,0.0,6,สป.365 ปรบทัศน์นรรณกรร ลาตบนอเรบกา: ยุคก่อนการเข้าของสเปนถึงศตนรรษที่ 19 3 (3-0-6) <course-type>  </course-type> สป.365 ปรบทัศน์นรรณกรร ลาตบนอเรบกา: ยุคก่อนการเข้าของสเปนถึงศตนรรษที่ 19 3 (3-0-6),"SP365 Survey of Latin American Literature: From the Pre-Columbian Period to the 19 th Century นบชารังคัรก่อน: สอรได้รายนบชา สป.202 ตันรทนรรณกรร ที่โดดเด่นตั้งแต่ยุคก่อนการเข้าของสเปนจนถึงศตนรรษที่ 19 ผ่านรรบรททาง ประนัตบศาสตร์และนัฒนธรร เน้นศึกษารทร้อยกรอง รทละคร และร้อยแก้น Prerequisite: have earned credits of SP202 Representative Latin American literary texts from precolonial times to the 19 th century through the lenses of historical and cultural context with an emphasis on poetry, drama, and narrative prose.",['SP202']
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP455,สป.455,หันข้อเฉพาะในนรรณกรร สเปน 3,Selected Topics in Spanish Literature,,3.0,3.0,0.0,6,,,['SP202']
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP465,สป.465,นรรณกรร ลาตบนอเรบกาในรรบรทโลก: ศตนรรษที่ 20 ถึงปัจจุรัน,Latin American Literature in a Global Context: From the 20 th Century to the Present,,3.0,3.0,0.0,6,นรรณกรร ลาตบนอเรบกาในรรบรทโลก: ศตนรรษที่ 20 ถึงปัจจุรัน,"Major Latin American writers and literary movements from the early 20 th century to the present such as realism, vanguardism, Latin American Boom, and Latin American Post-Boom.",['SP202']
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP275,สป.275,นัฒนธรร ประชาชนในโลกฮบสแปนบก,Popular Culture in the Hispanic World,,3.0,3.0,0.0,6,นัฒนธรร ประชาชนของโลกผู้ใช้ภาษาสเปนในด้านต่างๆ อาทบ นัฒนธรร การกบนดื่กลุ่รุคคลที่ คนา หลากหลายทางเพศ การสู้นัน แฟชั่น กีฬา ศาสนา ดนตรีการเต้นรำ และสื่อรันเทบง,"Popular culture of the Hispanic World in various aspects such as gastronomy, LGBTQI+, bullfighting, fashion, sports, religion, music, dance, and media.",[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP279,สป.279,ฟิลบปปินส์ในยุคอาณานบค สเปน,The Philippines in the Spanish Colonial Era,,3.0,3.0,0.0,6,พัฒนาการของฟิลบปปินส์ในยุคอาณานบค สเปนผ่านุ องด้านการเือง เศรษฐกบจ สังค และ นัฒนธรร และอบทธบพลที่ส่งผลถึงยุคปัจจุรัน,"Development of the Philippines during the Spanish colonial era from political, economic, social, and cultural perspectives with an emphasis on its impacts on the Philippines today.",[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP285,สป.285,เพศสภาพและเพศนบถีในลาตบนอเรบกา,Gender and Sexuality in Latin America,,3.0,3.0,0.0,6,เพศภานะและเพศนบถีในลาตบนอเรบกาผ่านุ อง นุษยศาสตร์ในหันข้อต่าง ๆ ได้แก่ แนนคบดเรื่อง เพศและชนพื้นเือง เพศและอำนาจช่นงอาณานบค ชาตบพันธุ์และการเป็นทาส สตรีนบย และการ เคลื่อนไหน กลุ่คนา หลากหลายทางเพศและการเคลื่อนไหน นัฒนธรร ประชาชนร่น สัย เหตุการณ์ ปัจจุรัน,"Gender and sexuality in Latin America explored through various topics across the humanities: gender concepts and indigenous people, gender and power during the colonial period, race and slavery, feminism and relevant social movements, LGBTQI+ and relevant social movements, popular culture, and current issues.",[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP286,สป.286,รราซบลศึกษาเรื้องต้น,Introduction to Brazilian Studies,,3.0,3.0,0.0,6,ประเด็นสำคัญเกี่ยนกัรประนัตบศาสตร์และนัฒนธรร รราซบลผ่านุ องของนักประนัตบศาสตร์ นัก สังค นบทยา นักเขียน กนี และนักดนตรีเพื่อเข้าใจอัตลักษณ์รราซบล,"The major themes of Brazilian history and culture from the perspectives of historians, sociologists, writers, poets, and musicians to comprehend Brazilian identities.",[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP375,สป.375,จักรนรรดบสเปน,Spanish Empire,,3.0,3.0,0.0,6,หน่นยการเืองการปกครองต่าง ๆ ของจักรนรรดบสเปนตั้งแต่การสร้างรัฐสัยให่ในยุคของ กษัตรบย์คาทอลบก การปรัรโครงสร้างจักรนรรดบ การล่สลายของจักรนรรดบในศตนรรษที่ 19 และ รดกของ จักรนรรดบสเปนที่ส่งผลต่อสังค โลกในยุคปัจจุรัน ผ่านุ องด้านการเือง เศรษฐกบจ สังค และ นัฒนธรร,"Political and administrative units of the Spanish Empire from the formation of modern states by the Catholic Monarchs, the imperial reconfiguration, the eclipse of the empire in the 19 th century, and the legacies of the Spanish Empire in today’s global society from political, economic, and socio-economic perspectives.",[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP376,สป.376,ศบลปะสเปน,Spanish Art,,3.0,3.0,0.0,6,ศบลปะสเปนตั้งแต่ยุคก่อนประนัตบศาสตร์จนถึงปัจจุรัน เน้นการนบเคราะห์ตีคนา ผลงานจบตรกรร ประตบากรร และสถาปัตยกรร ผ่านรรบรททางการเือง เศรษฐกบจ สังค และนัฒนธรร,"Spanish art from prehistory to the present; analysis and interpretation of painting, sculpture, and architecture in political, economic, social, and cultural contexts.",[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP379,สป.379,ฟิลบปปินส์ร่น สัยและ รดกทางนัฒนธรร ฮบสแปนบก,The Contemporary Philippines and the Hispanic Legacy,,3.0,3.0,0.0,6,พัฒนาการของฟิลบปปินส์ตั้งแต่ศตนรรษที่ 19 จนถึงปัจจุรันผ่านุ องด้านการเือง เศรษฐกบจ สังค และนัฒนธรร รน ถึง รดกทางนัฒนธรร สเปนที่ยังปรากฏอยู่ในสังค ฟิลบปปินส์ร่น สัย อาทบ ศาสนา ศบลปะ สถาปัตยกรร อาหาร,"Development of the Philippines from the 19 th century to the present from political, economic, social, and cultural perspectives; Spanish legacies in contemporary Filipino society such as religion, art, architecture, and gastronomy.",[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP385,สป.385,ประชานบย ในลาตบนอเรบกา,Populisms in Latin America,,3.0,3.0,0.0,6,เน้นสาเหตุที่า การเคลื่อนไหน นลชน และผลของการเืองแรรประชานบย,"with an emphasis on origins, mass mobilization, and outcomes of populist politics",['SP282']
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP386,สป.386,เผด็จการ การปฏบนัตบ และประชาธบปไตยในลาตบนอเรบกา,"Dictatorships, Revolutions, and Democracy in Latin America",,3.0,3.0,0.0,6,เผด็จการ การปฏบนัตบ และประชาธบปไตยในการเืองลาตบนอเรบกาในศตนรรษที่ 20 เชบง เปรียรเทียร,"Dictatorships, revolutions, and democracy in twentieth-century Latin American politics from comparative perspectives.",[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP387,สป.387,องลาตบนอเรบกาผ่านภาพยนตร์,Latin America through Films,,3.0,3.0,0.0,6,การนบเคราะห์สื่อภาพยนตร์ เพื่อสะท้อนสภาพสังค และการเคลื่อนไหนทางนัฒนธรร ร่น สัยใน ลาตบนอเรบกา,Analysis of films to reflect society and contemporary cultural movements in Latin America.,[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP388,สป.388,แอะซอนและขรนนการชนพื้นเืองนบย,The Amazon and Indigenismo,,3.0,3.0,0.0,6,ประนัตบศาสตร์ของแอะซอนผ่านุ องของชนพื้นเือง โดยเน้นสังค ของแอะซอนก่อนการ รุกรานของชานยุโรป การฆ่าล้างเผ่าพันธุ์ในศตนรรษที่ 16 การต่อต้านการรุกเรบกและครอรครองพื้นที่แอ ะซอน และการก่อตันของขรนนการเคลื่อนไหนทางสบ่งแนดล้อ ของกลุ่ชนพื้นเืองในศตนรรษที่ 21,"History of the Amazon from the perspectives of the indigenous peoples, with an emphasis on the Amazonian societies before the European invasion, the genocide in the 16 th century, the resistance to colonization, and the constitution of an indigenous environmentalism in the 21 st century.",[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP475,สป.475,เหตุการณ์ปัจจุบันในประเทศสเปน: การเมือง สังคม และการรวมกลุ่มเศรษฐกิจ,"Current Issues of Spain: Politics, Society, and Economic Integration",,3.0,3.0,0.0,6,ประเด็นทางการเมือง เศรษฐกิจ และสังคม ของสเปนหลังการถึงแก่อสัญกรรม ของนายพลฟราน ซิสโก ฟรังโก ในปีค.ศ. 1975 รวมทั้งบทบาทของสเปนในสหภาพยุโรปและองค์การระหว่างประเทศอื่นๆ,"Political, economic, and social issues in Spain since the death of General Francisco Franco in 1975; the role of Spain in the European Union and other international organizations.",[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP476,สป.476,รทราทสเปนในเอเชียแปซบฟิก: ศตนรรษที่ 16 ถึงปัจจุรัน,Spain in Asia-Pacific: From the 16 th Century to the Present,,3.0,3.0,0.0,6,พัฒนาการทางประนัตบศาสตร์ รทราททางการเือง เศรษฐกบจ และนัฒนธรร ของสเปนในภู บภาค เอเชียแปซบฟิก การตบดต่อและปะทะสังสรรค์กัรรัฐจารีตและรัฐชาตบสัยให่ของเอเชียตั้งแต่ศตนรรษที่ 16 จนถึงปัจจุรัน,"Historical development and the political, economic and cultural roles of Spain in the Asia-Pacific region; contact and interaction with traditional and modern Asian nation- states from the 16th century to the present.",[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP479,สป.479,หันข้อเฉพาะในฮบสแปนบกศึกษา,Selected Topics in Hispanic Studies,,3.0,3.0,0.0,6,หันข้อเฉพาะที่น่าสนใจเกี่ยนกัรฮบสแปนบกศึกษา,Selected topics in Hispanic Studies.,[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP485,สป.485,ซอฟท์ พานเนอร์และนโยรายการทูตเชบงนัฒนธรร ในลาตบนอเรบกา,Soft Power and Cultural Diplomacy in Latin America,,3.0,3.0,0.0,6,นัฒนธรร ประชาชนในภู บภาคลาตบนอเรบกาในฐานะเครื่องือเพื่อเสรบ แกร่งภาพลักษณ์และ สร้างอบทธบพลในเนทีระดัรโลก,Popular culture in Latin America as a tool for strengthening country image and creating global influence.,[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP486,สป.486,ลาตบนอเรบกาและ หาอำนาจ,Latin America and Superpowers,,3.0,3.0,0.0,6,คนา สัพันธ์ระหน่างภู บภาคลาตบนอเรบกากัรประเทศ หาอำนาจ ได้แก่สหรัฐอเรบกา รัสเซีย และจีน ตั้งแต่ศตนรรษที่ 20 ถึงปัจจุรัน,"The relations between Latin America and superpowers—U.S.A, Russia, and China—from the 20 th century to the present.",[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP487,สป.487,ยาเสพตบด เงบน และอาชญากรร ในลาตบนอเรบกา,"Drugs, Money, and Crime in Latin America",,3.0,3.0,0.0,6,ปัญหายาเสพตบดและอาชญากรร ในลาตบนอเรบกา เน้นเรื่องธุรกบจและแก๊งคำยาเสพตบด การ ลักลอรคำยาเสพตบด และการแก้ไขปัญหายาเสพตบดในภู บภาค,"Problems related to drugs and crime in Latin America with an emphasis on narco- business, drug cartels, drug trafficking, and hemispheric strategies to combat this crime.",[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP488,สป.488,การรูรณาการทางการเือง เศรษฐกบจ และนัฒนธรร ของอเรบกาใต้,"Political, Economic, and Cultural Integration of South America",,3.0,3.0,0.0,6,การรูรณาการทางการเือง เศรษฐกบจ และนัฒนธรร ของกลุ่ประเทศในอเรบกาใต้ โดยเน้น ประเด็นสำคัญ เช่น แนนคบดเรื่องปาเตรีย กรันเด การแยกตันของรราซบลออกจากกลุ่ประเทศฮบสแปนบก สงครา ข้อพบพาทเรื่องพร แดน การก่อสร้างเขื่อนอบไตปูรรบเนณพร แดนของสา ประเทศ จนถึงการก่อตั้ง ตลาดร่น อเรบกาใต้ตอนล่าง,"Cultural, economic and political integration between South American countries focusing on major issues such as the idea of Patria Grande , Brazil's isolation from the Hispanic countries, the border wars, the construction of Itaipu Dam on the Triple Frontier, up to the establishment of Mercosur.",[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP489,สป.489,หันข้อเฉพาะในลาตบนอเรบกันศึกษา,Selected Topics in Latin American Studies,,3.0,3.0,0.0,6,หันข้อเฉพาะที่น่าสนใจเกี่ยนกัรภู บภาคลาตบนอเรบกา,Selected topics in Latin American Studies.,[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP395,สป.395,ฝึกงาน,Internship,,3.0,0.0,6.0,3,ฝึกงานในสถานประกอรการที่ได้รัรการอนุัตบจากสาขานบชา เพื่อเพบ่คนา รู้ให้แตกแขนงไปจากที่ เรียนในห้องเรียนีการเขียนรายงานประกอรการฝึกงาน การนัดผลีค่าระดัร S (ใช้ได้) หรือ U (ใช้ไ่ได้) (ฝึกปฏบรัตบ 140 ชั่นโง),Internship in the workplace approved by the Hispanic and Latin American Studies Section in order to enhance extracurricular knowledge. Students are required to write a report. Evaluation as S (satisfactory) or U (unsatisfactory). (140 hours of internship),[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP495,สป.495,โครงงานจรการศึกษา,Senior Project,,3.0,0.0,6.0,3,โครงงานเฉพาะด้านตา คนา สนใจ เพื่อรูรณาการทักษะภาษาสเปนกัรองค์คนา รู้ที่เกี่ยนข้องกัร ประเทศสเปนและภู บภาคลาตบนอเรบกาและนำไปสร้างสรรค์โครงงาน หันข้อโครงงานต้องได้รัรการอนุัตบ จากสาขานบชา,A project based on individual interest with an objective to integrate Spanish language skills with knowledge of Spain and Latin America in a creative final project. The project topic must be approved by the Hispanic and Latin American Studies Section.,[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP205,สป.205,ภาษาสเปนเพื่อการสื่อสาร 1,Spanish for Communication 1,,3.0,3.0,0.0,6,นบชารังคัรก่อน: สำหรัรผู้ที่ไ่เคยศึกษาภาษาสเปนำก่อน นบชานี้ไ่นัรหน่นยกบตให้สำหรัรผู้ที่ศึกษานบชาเอกสเปนและลาตบนอเรบกันศึกษา นบชาโทสเปนและลาตบน อเรบกันศึกษา นบชาโทภาษาสเปน หรือผู้ที่ศึกษาเป็นนบชาเลือกภาษาต่างประเทศ ภาษาสเปนทั่นไปในระดัรพื้นฐาน ฝึกทักษะการฟัง พูด อ่าน เขียน และการสื่อสารภาษาสเปนใน ชีนบตประจำนัน,"Prerequisite: for students with no prior knowledge of Spanish Course credits are not awarded to students majoring or minoring in Hispanic and Latin American Studies, students minoring in Spanish, or those selecting it as a foreign language elective. Fundamental Spanish with emphasis on listening, speaking, reading, and writing skills for daily-life communication.",[]
หลักสูตรศิลปศาสตรบัณฑิต,ศิลปศาสตร์,SP206,สป.206,ภาษาสเปนเพื่อการสื่อสาร 2,Spanish for Communication 2,,3.0,3.0,0.0,6,นบชานี้ไ่นัรหน่นยกบตให้สำหรัรผู้ที่ศึกษานบชาเอกสเปนและลาตบนอเรบกันศึกษา นบชาโท สเปนและลาตบนอเรบกันศึกษา นบชาโทภาษาสเปน หรือผู้ที่ศึกษาเป็นนบชาเลือกภาษาต่างประเทศ ภาษาสเปนทั่นไปในระดัรที่สูงขึ้นจากภาษาสเปนเพื่อการสื่อสาร 1 ฝึกทักษะการฟัง พูด อ่าน เขียน และการสื่อสารภาษาสเปนในชีนบตประจำนันในระดัรสูงขึ้น,"A continuation of SP205; fundamental Spanish at a higher level with emphasis on listening, speaking, reading, and writing skills for daily-life communication.",['SP205']
