curr_id,cur_name_th,faculty_name_th,career
25470051100323,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาภูมิศาสตร์และภูมิสารสนเทศ,คณะศิลปศาสตร์,เจ้าหน้าที่สำรวจ
25470051100323,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาภูมิศาสตร์และภูมิสารสนเทศ,คณะศิลปศาสตร์,ผู้สอนด้านภูมิศาสตร์และภูมิสารสนเทศระดับการศึกษาขั้นพื้นฐาน
25470051100323,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาภูมิศาสตร์และภูมิสารสนเทศ,คณะศิลปศาสตร์,นักวิเคราะห์ข้อมูลและการจัดการฐานข้อมูลทางภูมิศาสตร์
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,อาจารย์
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,นักวิจัย
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,นักวิชาการด้านอนุภูมิภาคลุ่มน้ำโขง
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,นักวิชาการศึกษาในสถาบันอุดมศึกษา
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,นักพัฒนาสังคมท้องถิ่น
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,เจ้าหน้าที่วิเคราะห์นโยบายและแผน
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,"เจ้าหน้าที่สถานทูตและองค์กรระหว่างประเทศนักพัฒนาสินค้าและบริการ,ล่าม"
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,ผู้ประกอบการสินค้าและตลาดไทย-อนุภูมิภาคลุ่มน้ำโขง
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,ธุรกิจนำเข้า-ส่งออก
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,ธุรกิจ Start Up
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,ผู้ประกอบการธุรกิจรายย่อย
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,ผู้ประกอบการทางสังคม
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,เจ้าหน้าที่ในองค์กรพัฒนาเอกชน (NGO)
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,เจ้าหน้าที่ประสานงานธุรกิจระหว่างประเทศ
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,เลขานุการ
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,นักพัฒนาการท่องเที่ยว
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,นักส่งเสริมการท่องเที่ยว
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,นักวิชาการท่องเที่ยว
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,ผู้ประกอบการที่พัก
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,ร้านอาหาร
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,ร้านขายของที่ระลึก
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,Blogger สายท่องเที่ยว
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,นักรีวิวสถานที่ท่องเที่ยว
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,ผู้ประกอบการบริษัทนำเที่ยว
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,มัคคุเทศก์ส่วนตัว
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,นักออกแบบและวางแผนการท่องเที่ยว
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,ผู้ประกอบการธุรกิจในอุตสาหกรรมท่องเที่ยว
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,ฝ่ายประสานงานบริษัททัวร์
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,ที่ปรึกษาการด้านท่องเที่ยว
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,ฝ่ายบริการข้อมูลลูกค้าด้านสถานที่ท่องเที่ยว
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,เจ้าหน้าที่ออกแบบโปรแกรมนำเที่ยว
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,ฝ่ายประชาสัมพันธ์
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,พนักงานฝ่ายต้อนรับส่วนหน้า
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,ฝ่ายธุรการ
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,พนักงานบริการบนเรือสำราญ
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,"เจ้าหน้าที่ประสานงานและดูแลลูกค้า,นักท่องเที่ยว"
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,พนักงานบริษัทรับจัดอีเว้นท์
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,เจ้าหน้าที่ประสานงานการประชุมและการแสดงสินค้า
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,ฝ่ายวางแผนและดำเนินการจัดกิจกรรมพิเศษ
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,พนักงานบริการผู้โดยสารบนเครื่องบิน (แอร์โฮสเตส/สจ๊วต)
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,พนักงานสำรองตั๋วเครื่องบินและพนักงานบริการผู้โดยสารภาคพื้น
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,นักวิชาการด้านการจัดการทรัพยากรทางสังคมวัฒนธรรม
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,นักสื่อสารมวลชน
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,นักสื่อความหมาย
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,พัฒนากร
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,ผู้ประสานงานโครงการภาครัฐและเอกชน
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,เจ้าหน้าที่ฝ่ายทำธุรกิจเพื่อสังคม
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,เจ้าหน้าที่วิเคราะห์นโยบายและแผน
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,เจ้าหน้าที่ในองค์กรพัฒนาเอกชน (NGO)
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,เจ้าหน้าที่ในองค์กรปกครองส่วนท้องถิ่น
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,เจ้าหน้าที่ฝ่ายบุคคลหรือพัฒนาทรัพยากรมนุษย์
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,เจ้าหน้าที่หอศิลป์และพิพิธภัณฑ์
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,เจ้าหน้าที่ฝึกอบรมและเจ้าหน้าที่กิจกรรมเพื่อสังคม
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,ผู้จัดการในธุรกิจท่องเที่ยวและบริการ
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,ผู้ประกอบการเกี่ยวกับสินค้าในชุมชน
25520051102782,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสหวิทยาการ,วิทยาลัยสหวิทยาการ,ผู้ประกอบการอุตสาหกรรมวัฒนธรรม
25420051100193,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาอาณาบริเวณศึกษา,คณะศิลปศาสตร์,ข้าราชการ พนักงานหน่วยงานของรัฐทั้งในประเทศและต่างประเทศ
25420051100193,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาอาณาบริเวณศึกษา,คณะศิลปศาสตร์,พนักงานองค์การเอกชนในประเทศและต่างประเทศ
25420051100193,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาอาณาบริเวณศึกษา,คณะศิลปศาสตร์,นักวิชาการ นักวิจัย ผู้สอนด้านอาณาบริเวณศึกษา
25420051100193,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาอาณาบริเวณศึกษา,คณะศิลปศาสตร์,บุคลากรในสายอาชีพด้านการท่องเที่ยวและบริการ
25420051100193,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาอาณาบริเวณศึกษา,คณะศิลปศาสตร์,บุคลากรในสายอาชีพด้านสื่อสารมวลชน
25420051100193,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาอาณาบริเวณศึกษา,คณะศิลปศาสตร์,นักแปล ล่าม นักเขียน นักวิจารณ์
25420051100193,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาอาณาบริเวณศึกษา,คณะศิลปศาสตร์,ผู้ประกอบการ หรือนักธุรกิจในภูมิภาคที่ตนศึกษา
25420051100193,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาอังกฤษ-อเมริกันศึกษา,คณะศิลปศาสตร์,ข้าราชการในหน่วยงานของรัฐ เช่น กระทรวงการต่างประเทศ
25420051100193,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาอังกฤษ-อเมริกันศึกษา,คณะศิลปศาสตร์,เจ้าหน้าที่สถานทูต องค์กรระหว่างประเทศ
25420051100193,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาอังกฤษ-อเมริกันศึกษา,คณะศิลปศาสตร์,พนักงานในหน่วยงานของรัฐหรือเอกชนที่ใช้ภาษาอังกฤษในการสื่อสาร
25500051100574,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการสื่อสารเชิงธุรกิจ,ศิลปศาสตร์,พนักงานในบริษัทเอกชน
25500051100574,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการสื่อสารเชิงธุรกิจ,ศิลปศาสตร์,พนักงานในองค์กรระดับชาติและนานาชาติ
25500051100574,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการสื่อสารเชิงธุรกิจ,ศิลปศาสตร์,นักธุรกิจ ผู้ประกอบการ เจ้าของกิจการธุรกิจที่เกี่ยวข้องกับต่างประเทศ
25500051100574,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการสื่อสารเชิงธุรกิจ,ศิลปศาสตร์,เจ้าหน้าที่องค์กรระหว่างประเทศ นักการทูต
25500051100574,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการสื่อสารเชิงธุรกิจ,ศิลปศาสตร์,นักแปล ล่าม
25500051100574,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการสื่อสารเชิงธุรกิจ,ศิลปศาสตร์,อาชีพที่เกี่ยวข้องในอุตสาหกรรมท่องเที่ยวและบริการ และการสื่อสาร
,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการแปลและล่ามในยุคดิจิทัล,คณะศิลปศาสตร์,นักแปลและล่าม
,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการแปลและล่ามในยุคดิจิทัล,คณะศิลปศาสตร์,บรรณาธิการงานแปล/ผู้ตรวจสอบงานแปล
,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการแปลและล่ามในยุคดิจิทัล,คณะศิลปศาสตร์,นักโลคัลไลเซชัน/ผู้เชี่ยวชาญด้านโลคัลไลเซชัน
,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการแปลและล่ามในยุคดิจิทัล,คณะศิลปศาสตร์,ผู้บริหารโครงการแปล/ผู้บริหารโครงการโลคัลไลเซชัน
,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการแปลและล่ามในยุคดิจิทัล,คณะศิลปศาสตร์,นักพัฒนาเทคโนโลยีและเครื่องมือช่วยแปล
,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการแปลและล่ามในยุคดิจิทัล,คณะศิลปศาสตร์,นักวิจัย/อาจารย์
25410051100225,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาคณิตศาสตร์ประยุกต์,คณะวิทยาศาสตร์และเทคโนโลยี,นักวิเคราะห์ระบบและนักวิเคราะห์ข้อมูล
25410051100225,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาคณิตศาสตร์ประยุกต์,คณะวิทยาศาสตร์และเทคโนโลยี,นักออกแบบและนักจัดการงานระบบการผลิตการดำเนินงานในโรงงานอุตสาหกรรม
25410051100225,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาคณิตศาสตร์ประยุกต์,คณะวิทยาศาสตร์และเทคโนโลยี,ครู อาจารย์
25410051100225,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาคณิตศาสตร์ประยุกต์,คณะวิทยาศาสตร์และเทคโนโลยี,นักวิจัย นักวิชาการ
25410051100225,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาคณิตศาสตร์ประยุกต์,คณะวิทยาศาสตร์และเทคโนโลยี,งานวิจัยในแผนกการวางแผนและพัฒนาของหน่วยงานภาครัฐและเอกชน
25410051100225,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาคณิตศาสตร์ประยุกต์,คณะวิทยาศาสตร์และเทคโนโลยี,งานด้านประกันภัย ประกันชีวิต
25410051100225,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาคณิตศาสตร์ประยุกต์,คณะวิทยาศาสตร์และเทคโนโลยี,นักวางแผนทางการเงิน งานด้านการเงิน การธนาคาร
25410051100225,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาคณิตศาสตร์ประยุกต์,คณะวิทยาศาสตร์และเทคโนโลยี,ผู้พัฒนาซอฟต์แวร์หรือโปรแกรมเมอร์
25410051100225,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาคณิตศาสตร์ประยุกต์,คณะวิทยาศาสตร์และเทคโนโลยี,นักออกแบบระบบการผลิตการดำเนินงานในโรงงานอุตสาหกรรมหรือสายการบิน
25410051100225,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาคณิตศาสตร์ประยุกต์,คณะวิทยาศาสตร์และเทคโนโลยี,อาชีพอื่น ๆ ในหน่วยงานราชการและเอกชน ที่ใช้ทักษะความรู้ทางด้านคณิตศาสตร์ประยุกต์
25570051102304,"หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาการจัดการออกแบบ ธุรกิจ และเทคโนโลยี
(หลักสูตรนานาชาติ)",คณะสถาปัตยกรรมศาสตร์และการผังเมือง,ผู้จัดการออกแบบ นักวางแผนฝ่ายพัฒนาธุรกิจและผลิตภัณฑ์ใหม่
25570051102304,"หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาการจัดการออกแบบ ธุรกิจ และเทคโนโลยี
(หลักสูตรนานาชาติ)",คณะสถาปัตยกรรมศาสตร์และการผังเมือง,นวัตกรทางด้านการออกแบบ
25570051102304,"หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาการจัดการออกแบบ ธุรกิจ และเทคโนโลยี
(หลักสูตรนานาชาติ)",คณะสถาปัตยกรรมศาสตร์และการผังเมือง,ผู้ประกอบการอิสระ
,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีและนวัตกรรมดิจิทัล,คณะวิทยาศาสตร์และเทคโนโลยี,"นักพัฒนาซอฟต์แวร์ นักพัฒนาเอพีไอ ผู้มีความสามารถในการวิเคราะห์และปรับปรุงสมรรถนะ
ของโปรแกรม"
,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีและนวัตกรรมดิจิทัล,คณะวิทยาศาสตร์และเทคโนโลยี,นักวิทยาการข้อมูล นักวิเคราะห์ข้อมูล ผู้ใส่คำประกอบชุดข้อมูล
,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีและนวัตกรรมดิจิทัล,คณะวิทยาศาสตร์และเทคโนโลยี,"นักพัฒนาบนระบบประมวลผลสมรรถนะสูง ผู้ดูแลระบบคลาวด์ เจ้าหน้าที่คอมพิวเตอร์เพื่องาน
คำนวณสมรรถนะสูง"
,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีและนวัตกรรมดิจิทัล,คณะวิทยาศาสตร์และเทคโนโลยี,อาชีพและสายงานที่เกี่ยวข้องกับปัญญาประดิษฐ์
,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีและนวัตกรรมดิจิทัล,คณะวิทยาศาสตร์และเทคโนโลยี,"นักพัฒนาระบบสมองกลฝังตัว นักพัฒนาไอโอที นักพัฒนาผลิตภัณฑ์ดิจิทัล และนวัตกรรมด้าน
ไอโอที"
,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีและนวัตกรรมดิจิทัล,คณะวิทยาศาสตร์และเทคโนโลยี,"นักออกแบบผลิตภัณฑ์ดิจิทัล นักวิเคราะห์ธุรกิจ นักออกแบบระบบติดต่อกับผู้ใช้ นักออกแบบ
ผลิตสื่อดิจิทัลแบบปฏิสัมพันธ์"
,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีและนวัตกรรมดิจิทัล,คณะวิทยาศาสตร์และเทคโนโลยี,"นักวิชาการคอมพิวเตอร์ เจ้าหน้าที่คอมพิวเตอร์ เจ้าหน้าที่สารสนเทศ เจ้าหน้าที่สนับสนุนและ
บริการระบบสารสนเทศ ในหน่วยงานของรัฐ เอกชน ตำรวจ ทหาร สถานพยาบาล"
,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีและนวัตกรรมดิจิทัล,คณะวิทยาศาสตร์และเทคโนโลยี,"เจ้าของกิจการ สตาร์ตอัป สำหรับพัฒนาผลิตภัณฑ์ดิจิทัล หรือกิจการที่ให้บริการด้านสารสนเทศ
รับจ้างจัดเก็บข้อมูล ติดตั้งระบบไอโอที จัดทำชุดข้อมูล ใส่คำประกอบชุดข้อมูล"
,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีและนวัตกรรมดิจิทัล,คณะวิทยาศาสตร์และเทคโนโลยี,นักเขียนบทความอิสระ ผู้ดูแลเว็บไซต์
,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีและนวัตกรรมดิจิทัล,คณะวิทยาศาสตร์และเทคโนโลยี,ผู้ช่วยจัดการฝึกอบรมด้านไอที ผู้ช่วยวิจัย อาจารย์ผู้ช่วยสอนวุฒิปริญญาตรี
25630051100104,"หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาปรัชญา การเมือง และเศรษฐศาสตร์
(หลักสูตรนานาชาติ)",วิทยาลัยสหวิทยาการ,นักการเมือง
25630051100104,"หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาปรัชญา การเมือง และเศรษฐศาสตร์
(หลักสูตรนานาชาติ)",วิทยาลัยสหวิทยาการ,ผู้สื่อข่าว
25630051100104,"หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาปรัชญา การเมือง และเศรษฐศาสตร์
(หลักสูตรนานาชาติ)",วิทยาลัยสหวิทยาการ,เจ้าหน้าที่หน่วยงานรัฐและรัฐวิสาหกิจ
25630051100104,"หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาปรัชญา การเมือง และเศรษฐศาสตร์
(หลักสูตรนานาชาติ)",วิทยาลัยสหวิทยาการ,เจ้าหน้าที่บุคคล
25630051100104,"หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาปรัชญา การเมือง และเศรษฐศาสตร์
(หลักสูตรนานาชาติ)",วิทยาลัยสหวิทยาการ,นักการทูต และเจ้าหน้าที่ในองค์กรระหว่างประเทศ
25630051100104,"หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาปรัชญา การเมือง และเศรษฐศาสตร์
(หลักสูตรนานาชาติ)",วิทยาลัยสหวิทยาการ,พนักงานบริษัทเอกชนทั้งในต่างประเทศ
25630051100104,"หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาปรัชญา การเมือง และเศรษฐศาสตร์
(หลักสูตรนานาชาติ)",วิทยาลัยสหวิทยาการ,นักธุรกิจ
25630051100104,"หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาปรัชญา การเมือง และเศรษฐศาสตร์
(หลักสูตรนานาชาติ)",วิทยาลัยสหวิทยาการ,เจ้าของกิจการและอาชีพอิสระอื่นๆ
25630051100104,"หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาปรัชญา การเมือง และเศรษฐศาสตร์
(หลักสูตรนานาชาติ)",วิทยาลัยสหวิทยาการ,นักวิชาการและนักวิจัย
25570051100234,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาโลกคดีศึกษาและการประกอบการสังคม (หลักสูตรนานาชาติ),วิทยาลัยโลกคดีศึกษา,เจ้าหน้าที่พัฒนาธุรกิจ หน้าที่ และความรับผิดชอบ (CSR)
25570051100234,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาโลกคดีศึกษาและการประกอบการสังคม (หลักสูตรนานาชาติ),วิทยาลัยโลกคดีศึกษา,นักวางแผน
25570051100234,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาโลกคดีศึกษาและการประกอบการสังคม (หลักสูตรนานาชาติ),วิทยาลัยโลกคดีศึกษา,นักวิชาการ
25570051100234,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาโลกคดีศึกษาและการประกอบการสังคม (หลักสูตรนานาชาติ),วิทยาลัยโลกคดีศึกษา,นักปฏิบัติการเชิงวิชาชีพทางการสื่อสารเพื่อขับเคลื่อนนวัตกรรม
25570051100234,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาโลกคดีศึกษาและการประกอบการสังคม (หลักสูตรนานาชาติ),วิทยาลัยโลกคดีศึกษา,นักสื่อสารสังคม
25570051100234,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาโลกคดีศึกษาและการประกอบการสังคม (หลักสูตรนานาชาติ),วิทยาลัยโลกคดีศึกษา,นักพัฒนาองค์กร
25570051100234,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาโลกคดีศึกษาและการประกอบการสังคม (หลักสูตรนานาชาติ),วิทยาลัยโลกคดีศึกษา,นักออกแบบนวัตกรรมสังคม
25550051103459,หลักสูตรการออกแบบพัฒนาชุมชนเมืองบัณฑิต,คณะสถาปัตยกรรมศาสตร์และการผังเมือง,ประกอบวิชาชีพอิสระ
25550051103459,หลักสูตรการออกแบบพัฒนาชุมชนเมืองบัณฑิต,คณะสถาปัตยกรรมศาสตร์และการผังเมือง,ทำงานในหน่วยงานราชการ องค์กรที่ไม่แสวงหากำไร
25550051103459,หลักสูตรการออกแบบพัฒนาชุมชนเมืองบัณฑิต,คณะสถาปัตยกรรมศาสตร์และการผังเมือง,"ทำงานบริษัทที่ปรึกษาโครงการที่เกี่ยวข้องกับการออกแบบและพัฒนาชุมชนเมือง ได้หลายประเภท ทั้งในและ
ต่างประเทศ"
25510051102263,"หลักสูตรรัฐศาสตรบัณฑิต สาขาวิชาการเมืองและการระหว่างประเทศ
(หลักสูตรนานาชาติ)",คณะรัฐศาสตร์,นักการทูต
25510051102263,"หลักสูตรรัฐศาสตรบัณฑิต สาขาวิชาการเมืองและการระหว่างประเทศ
(หลักสูตรนานาชาติ)",คณะรัฐศาสตร์,ข้าราชการหรือผู้แทนรัฐบาลไทยในต่างประเทศ
25510051102263,"หลักสูตรรัฐศาสตรบัณฑิต สาขาวิชาการเมืองและการระหว่างประเทศ
(หลักสูตรนานาชาติ)",คณะรัฐศาสตร์,เจ้าหน้าที่องค์กรระหว่างประเทศ
25510051102263,"หลักสูตรรัฐศาสตรบัณฑิต สาขาวิชาการเมืองและการระหว่างประเทศ
(หลักสูตรนานาชาติ)",คณะรัฐศาสตร์,เจ้าหน้าที่สื่อสารมวลชน
25510051102263,"หลักสูตรรัฐศาสตรบัณฑิต สาขาวิชาการเมืองและการระหว่างประเทศ
(หลักสูตรนานาชาติ)",คณะรัฐศาสตร์,เจ้าหน้าที่บริหารด้านต่างประเทศ บริษัทเอกชน
25520051102815,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีเพื่อการพัฒนายั่งยืน,คณะวิทยาศาสตร์และเทคโนโลยี,ผู้ประกอบการธุรกิจส่วนตัว
